sample_id,decimalLatitude,decimalLongitude,eventDate,samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,samp_weather,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,elev,temp,chlorophyll,light_intensity,ph,ph_meth,salinity,suspend_part_matter,tidal_stage,turbidity,water_current,solar_irradiance,wind_direction,wind_speed,diss_inorg_carb,diss_inorg_carb_unit,diss_inorg_nitro,diss_inorg_nitro_unit,diss_org_carb,diss_org_carb_unit,diss_org_nitro,diss_org_nitro_unit,diss_oxygen,diss_oxygen_unit,tot_diss_nitro,tot_diss_nitro_unit,tot_inorg_nitro,tot_inorg_nitro_unit,tot_nitro,tot_nitro_unit,tot_part_carb,tot_part_carb_unit,tot_org_carb,tot_org_carb_unit,tot_org_c_meth,tot_nitro_content,tot_nitro_content_unit,tot_nitro_cont_meth,tot_carb,tot_carb_unit,part_org_carb,part_org_carb_unit,part_org_nitro,part_org_nitro_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,nitro,nitro_unit,org_carb,org_carb_unit,org_matter,org_matter_unit,org_nitro,org_nitro_unit,site_id,tube_id,biological_rep,swell_m,filter_device,digestion_personnel,digestion_date,extraction_personnel,extraction_method,sampling_comments,digestion_comments,extraction_comments,time,depth,latitude,longitude,sst,anom,err
66,,,2022-11-21,V10_CKI_U_5_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_5,U_5_DI,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
67,-24.89073333,106.7784333,2022-11-21,V10_CKI_N_5_1,sample,,,,,,,,106.7784333,-24.89073333,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5576.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_1,1.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.875,106.875,21.21,-0.53,0.12
68,-24.89073333,106.7784333,2022-11-21,V10_CKI_N_5_2,sample,,,,,,,,106.7784333,-24.89073333,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5576.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_2,2.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.875,106.875,21.21,-0.53,0.12
69,-24.89073333,106.7784333,2022-11-21,V10_CKI_N_5_3,sample,,,,,,,,106.7784333,-24.89073333,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5576.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_3,3.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.875,106.875,21.21,-0.53,0.12
70,-24.89073333,106.7784333,2022-11-21,V10_CKI_N_5_4,sample,,,,,,,,106.7784333,-24.89073333,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5576.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_4,4.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.875,106.875,21.21,-0.53,0.12
71,-24.89073333,106.7784333,2022-11-21,V10_CKI_N_5_5,sample,,,,,,,,106.7784333,-24.89073333,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5576.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_5,5.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.875,106.875,21.21,-0.53,0.12
72,,,2022-11-21,V10_CKI_N_5_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_WC,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
73,,,2022-11-21,V10_CKI_N_5_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_5,N_5_DI,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
74,-24.25455,106.0043333,2022-11-21,V10_CKI_N_6_1,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_1,1.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
75,-24.25455,106.0043333,2022-11-21,V10_CKI_N_6_2,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_2,2.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
76,-24.25455,106.0043333,2022-11-21,V10_CKI_N_6_3,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_3,3.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
77,-24.25455,106.0043333,2022-11-21,V10_CKI_N_6_4,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_4,4.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
78,-24.25455,106.0043333,2022-11-21,V10_CKI_N_6_5,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_5,5.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
79,,,2022-11-21,V10_CKI_N_6_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_WC,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
80,,,2022-11-21,V10_CKI_N_6_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_6,N_6_DI,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
81,-24.25455,106.0043333,2022-11-21,V10_CKI_V_6_1,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_1,1.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
82,-24.25455,106.0043333,2022-11-21,V10_CKI_V_6_2,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_2,2.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
83,-24.25455,106.0043333,2022-11-21,V10_CKI_V_6_3,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_3,3.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
84,-24.25455,106.0043333,2022-11-21,V10_CKI_V_6_4,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_4,4.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
85,-24.25455,106.0043333,2022-11-21,V10_CKI_V_6_5,sample,,,,,,,,106.0043333,-24.25455,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5567.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_5,5.0,2.5,sentino peristaltic,,2022-11-21T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-24.375,106.125,21.14,-0.77,0.12
86,,,2022-11-21,V10_CKI_V_6_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_WC,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
87,,,2022-11-21,V10_CKI_V_6_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-22T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_6,V_6_DI,,,sentino peristaltic,,2022-11-21T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
88,-23.64806667,105.2874333,2022-11-21,V10_CKI_U_7_1,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_1,1.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
89,-23.64806667,105.2874333,2022-11-21,V10_CKI_U_7_2,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_2,2.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
90,-23.64806667,105.2874333,2022-11-21,V10_CKI_U_7_3,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_3,3.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
91,-23.64806667,105.2874333,2022-11-21,V10_CKI_U_7_4,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_4,4.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
92,-23.64806667,105.2874333,2022-11-21,V10_CKI_U_7_5,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_5,5.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
93,,,2022-11-21,V10_CKI_U_7_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
94,,,2022-11-21,V10_CKI_U_7_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_7,U_7_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
95,-23.64806667,105.2874333,2022-11-21,V10_CKI_N_7_1,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_1,1.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
96,-23.64806667,105.2874333,2022-11-21,V10_CKI_N_7_2,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_2,2.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
97,-23.64806667,105.2874333,2022-11-21,V10_CKI_N_7_3,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_3,3.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
98,-23.64806667,105.2874333,2022-11-21,V10_CKI_N_7_4,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_4,4.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
99,-23.64806667,105.2874333,2022-11-21,V10_CKI_N_7_5,sample,,,,,,,,105.2874333,-23.64806667,,,Indian Ocean: Eastern Indian Ocean,,21/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5385.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_5,5.0,3.0,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-21 12:00:00,0.0,-23.625,105.375,20.43,-1.79,0.12
